Q,ID,TOOL,expected,predicted,ID/OOD DAIV,loss daiv,loss selforacle,ass 1,ass 2,ID/OOD Human,misclass human 1,misclass human 2,misclass Humans,ID/OOD Selforacle 9999,tool_y,ID/OOD DeepSVDD,svdd scores,tool_y.1,ID/OOD LLM,ID/OOD LLM2,ID/OOD Selforacle 999,ID/OOD LLM3
30,dx_86_light_e5_p3,dx,5,3,ood,-54410720.0,6.155634,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0877696797251701,mnist_dx,id,id,ood,id
31,dx_87_light_e5_p8,dx,5,8,ood,-90087536.0,8.431277,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.1066714897751808,mnist_dx,id,id,ood,id
32,dx_88_light_e5_p8,dx,5,8,ood,-34857676.0,5.755854599999999,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0412718802690506,mnist_dx,id,id,ood,id
33,dx_89_light_e5_p8,dx,5,8,ood,-34790016.0,6.157733400000001,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0409495085477829,mnist_dx,id,id,ood,id
49,dx_9_occl_e5_p3,dx,5,3,ood,-6554.626953125,0.38727218,Digit 5,Digit 5,id,1,1,yes,id,mnist_dx,id,0.1069929301738739,mnist_dx,id,id,id,id
35,dx_90_light_e5_p8,dx,5,8,ood,-58081528.0,8.41032,Digit 6,Digit 5,id,0,1,,ood,mnist_dx,id,-0.0234721004962921,mnist_dx,id,id,ood,id
36,dx_91_light_e5_p3,dx,5,3,ood,-19689222.0,3.4734905,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0915217101573944,mnist_dx,id,id,ood,id
37,dx_92_light_e5_p8,dx,5,8,ood,-52392500.0,6.384115,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0132988542318344,mnist_dx,id,id,ood,ood
38,dx_93_light_e5_p8,dx,5,8,ood,-22414532.0,3.8548286,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0728248953819274,mnist_dx,id,id,ood,id
39,dx_94_light_e5_p3,dx,5,3,ood,-32116484.0,4.7365875,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.1083950698375701,mnist_dx,id,id,ood,id
40,dx_95_light_e5_p8,dx,5,8,ood,-38444732.0,4.6798224,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0410547703504562,mnist_dx,id,id,ood,id
41,dx_96_light_e5_p8,dx,5,8,ood,-3321875.5,1.8173137,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,0.0088539719581604,mnist_dx,id,id,ood,id
42,dx_97_light_e5_p8,dx,5,8,ood,-57510880.0,7.170998,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0132988542318344,mnist_dx,id,id,ood,id
43,dx_98_light_e5_p8,dx,5,8,ood,-79809968.0,6.3456435,Digit 5,Digit 5,id,1,1,yes,ood,mnist_dx,id,-0.0463230460882186,mnist_dx,id,id,ood,id
44,dx_99_light_e5_p8,dx,5,8,ood,-61922284.0,9.455667,Digit 8,Digit 5,id,0,1,,ood,mnist_dx,id,-0.023432508111,mnist_dx,id,id,ood,id
0,ox_0_e5_p3,ox,5,3,id,1928.11499023438,0.19104555,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0088288187980651,mnist_ox,id,ood,id,id
0,ox_1_e5_p3,ox,5,3,id,1240.88452148438,0.24924052,Digit 5,Not a digit,?,1,0,,id,mnist_ox,id,-0.0125854611396789,mnist_ox,ood,id,id,id
45,ox_10_e5_p3,ox,5,3,id,1533.150390625,0.26123342,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.0757882520556449,mnist_ox,id,ood,id,id
45,ox_11_e5_p8,ox,5,8,id,1821.21008300781,0.29005015,Digit 5,Not a digit,?,1,0,,id,mnist_ox,id,-0.0425083190202713,mnist_ox,ood,id,id,ood
46,ox_12_e5_p4,ox,5,4,ood,-4741.423828125,0.14216837,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0543525144457817,mnist_ox,id,ood,id,id
46,ox_13_e5_p8,ox,5,8,id,1363.51354980469,0.24875244,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0179412066936492,mnist_ox,id,ood,id,id
47,ox_14_e5_p1,ox,5,1,id,2272.79614257813,0.15614656,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,ood,0.2248308360576629,mnist_ox,id,id,id,id
47,ox_15_e5_p3,ox,5,3,id,647.395324707031,0.26079747,Digit 8,Digit 8,id,0,0,no,id,mnist_ox,id,-0.0394195616245269,mnist_ox,id,ood,id,id
48,ox_16_e5_p6,ox,5,6,id,1306.60107421875,0.28827184,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0384467393159866,mnist_ox,id,id,id,id
48,ox_17_e5_p3,ox,5,3,id,1499.25341796875,0.26606646,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0082477629184722,mnist_ox,id,ood,id,id
49,ox_18_e5_p8,ox,5,8,id,2112.00463867188,0.18648247,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,ood,0.2380772233009338,mnist_ox,id,id,id,id
49,ox_19_e5_p8,ox,5,8,id,2121.09106445313,0.16673163,Digit 8,Digit 8,id,0,0,no,id,mnist_ox,id,-0.0336935818195343,mnist_ox,ood,ood,id,id
1,ox_2_e5_p6,ox,5,6,id,1192.23071289063,0.28832343,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,0.0494233518838882,mnist_ox,id,id,id,id
2,ox_20_e5_p7,ox,5,7,id,1749.2912597656302,0.32194117,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0562199428677558,mnist_ox,id,ood,id,ood
2,ox_21_e5_p4,ox,5,4,id,1619.578125,0.31785014,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0504739880561828,mnist_ox,ood,id,id,id
3,ox_22_e5_p6,ox,5,6,id,2023.25866699219,0.115513586,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0527116879820823,mnist_ox,ood,ood,id,ood
3,ox_23_e5_p9,ox,5,9,id,2285.59448242188,0.16561773,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0441727042198181,mnist_ox,id,ood,id,id
4,ox_24_e5_p9,ox,5,9,id,1601.0720214843802,0.25350124,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0463658720254898,mnist_ox,id,ood,id,id
4,ox_25_e5_p8,ox,5,8,id,1763.24304199219,0.20832469,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.0221215188503265,mnist_ox,id,ood,id,id
5,ox_26_e5_p3,ox,5,3,id,1776.69934082031,0.24533927,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0678947046399116,mnist_ox,id,ood,id,id
5,ox_27_e5_p3,ox,5,3,id,757.0620727539059,0.30316654,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0011708438396453,mnist_ox,id,id,id,id
6,ox_28_e5_p3,ox,5,3,ood,-9.65600490570068,0.19445956,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0686993300914764,mnist_ox,id,ood,id,id
6,ox_29_e5_p8,ox,5,8,id,2140.9248046875,0.17612433,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.0722854435443878,mnist_ox,id,ood,id,id
1,ox_3_e5_p3,ox,5,3,id,2235.06640625,0.16400717,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0676670521497726,mnist_ox,id,id,id,ood
7,ox_30_e5_p3,ox,5,3,id,1123.77648925781,0.26344243,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,0.0826248526573181,mnist_ox,id,ood,id,id
7,ox_31_e5_p3,ox,5,3,id,1822.14562988281,0.18787022,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0717921555042266,mnist_ox,id,id,id,id
8,ox_32_e5_p6,ox,5,6,id,1666.63513183594,0.159935,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-6.747245788574219e-05,mnist_ox,id,ood,id,id
8,ox_33_e5_p3,ox,5,3,id,1307.26953125,0.19474564,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0580662190914154,mnist_ox,id,id,id,id
9,ox_34_e5_p3,ox,5,3,id,1970.79150390625,0.13273346,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0199640542268753,mnist_ox,id,ood,id,id
9,ox_35_e5_p3,ox,5,3,id,2072.5107421875,0.21106508,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0818075090646743,mnist_ox,ood,id,id,id
10,ox_36_e5_p3,ox,5,3,id,2440.62255859375,0.15058419,Not a digit,Digit 5,?,0,1,,id,mnist_ox,id,-0.0433432310819625,mnist_ox,id,id,id,id
10,ox_37_e5_p8,ox,5,8,id,2099.69750976563,0.1930282999999999,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0711276605725288,mnist_ox,id,ood,id,id
11,ox_38_e5_p6,ox,5,6,id,1833.23669433594,0.22173315,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0021392852067947,mnist_ox,id,ood,id,id
11,ox_39_e5_p8,ox,5,8,id,1503.40930175781,0.28291717,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0139258205890655,mnist_ox,ood,ood,id,id
12,ox_4_e5_p8,ox,5,8,id,2062.17114257813,0.19234888,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0355378836393356,mnist_ox,ood,ood,id,ood
13,ox_40_e5_p3,ox,5,3,id,1683.5227050781302,0.2173133,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.044886976480484,mnist_ox,id,ood,id,id
13,ox_41_e5_p8,ox,5,8,id,1251.75158691406,0.21046098,Digit 8,Digit 5,id,0,1,,id,mnist_ox,id,-0.0624320283532142,mnist_ox,id,ood,id,id
14,ox_42_e5_p3,ox,5,3,id,1747.56457519531,0.19240761,Digit 3,Digit 5,id,0,1,,id,mnist_ox,id,-0.0960136353969574,mnist_ox,id,ood,id,id
14,ox_43_e5_p9,ox,5,9,id,1933.93518066406,0.20596407,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,0.0091295391321182,mnist_ox,ood,id,id,id
15,ox_44_e5_p3,ox,5,3,id,782.3076171875,0.2321262999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0755210071802139,mnist_ox,id,ood,id,id
15,ox_45_e5_p6,ox,5,6,id,2194.6611328125,0.15912178,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.0552222505211829,mnist_ox,id,id,id,id
16,ox_46_e5_p8,ox,5,8,id,1629.74206542969,0.26144323,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.0523075088858604,mnist_ox,id,ood,id,id
16,ox_47_e5_p3,ox,5,3,id,2217.9775390625,0.17159452,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.00619837641716,mnist_ox,id,id,id,id
17,ox_48_e5_p3,ox,5,3,id,1626.5573730468802,0.21558368,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.078179232776165,mnist_ox,id,ood,id,id
17,ox_49_e5_p8,ox,5,8,id,1601.54919433594,0.17984729,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0220773667097091,mnist_ox,id,id,id,id
12,ox_5_e5_p9,ox,5,9,id,2076.67651367188,0.23235767,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0469117015600204,mnist_ox,id,ood,id,id
18,ox_50_e5_p9,ox,5,9,ood,505.398468017578,0.2824747,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0403381437063217,mnist_ox,id,ood,id,id
18,ox_51_e5_p3,ox,5,3,id,1671.9621582031302,0.1875482,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0491648316383361,mnist_ox,ood,id,id,ood
19,ox_52_e5_p9,ox,5,9,id,1963.80249023438,0.20382443,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0511086732149124,mnist_ox,id,ood,id,id
19,ox_53_e5_p3,ox,5,3,id,2150.69140625,0.18543607,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0555939823389053,mnist_ox,id,ood,id,id
20,ox_54_e5_p7,ox,5,7,id,1890.09069824219,0.22129212,Digit 0,Not a digit,?,0,0,no,id,mnist_ox,id,-0.0754279941320419,mnist_ox,id,id,id,id
20,ox_55_e5_p3,ox,5,3,id,1793.1027832031302,0.20969562,Digit 5,Not a digit,?,1,0,,id,mnist_ox,id,-0.0602882578969001,mnist_ox,id,ood,id,id
21,ox_56_e5_p8,ox,5,8,id,1581.4304199218802,0.26844755,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,0.1034213900566101,mnist_ox,id,id,id,id
21,ox_57_e5_p3,ox,5,3,id,1705.38610839844,0.17763335,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0433874726295471,mnist_ox,id,ood,id,id
22,ox_58_e5_p9,ox,5,9,id,2128.12573242188,0.22091839,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0043292641639709,mnist_ox,id,ood,id,id
22,ox_59_e5_p8,ox,5,8,id,1739.20446777344,0.22652124,Digit 5,Digit 8,id,1,0,,id,mnist_ox,id,-0.0637986734509468,mnist_ox,ood,id,id,id
23,ox_6_e5_p3,ox,5,3,id,1874.62243652344,0.21607153,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0546393394470214,mnist_ox,id,ood,id,id
24,ox_60_e5_p8,ox,5,8,id,1526.8757324218802,0.22803159,Digit 8,Digit 5,id,0,1,,id,mnist_ox,id,-0.0123361796140669,mnist_ox,id,ood,id,id
24,ox_61_e5_p3,ox,5,3,id,1732.07019042969,0.17895007,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0498039573431015,mnist_ox,id,id,id,id
25,ox_62_e5_p6,ox,5,6,id,1993.5751953125,0.14001977,Digit 5,Digit 6,id,1,0,,id,mnist_ox,id,-0.0653647035360336,mnist_ox,id,id,id,id
25,ox_63_e5_p6,ox,5,6,ood,-5279.2587890625,0.20509815,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0196609497070312,mnist_ox,id,id,id,id
26,ox_64_e5_p8,ox,5,8,id,935.1399536132808,0.28114524,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0162113308906555,mnist_ox,id,ood,id,id
26,ox_65_e5_p3,ox,5,3,id,1723.68115234375,0.15677162,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0776980817317962,mnist_ox,id,id,id,id
27,ox_66_e5_p3,ox,5,3,id,1973.2470703125,0.1654023,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0364293307065963,mnist_ox,ood,ood,id,ood
27,ox_67_e5_p3,ox,5,3,id,1858.06323242188,0.24553071,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0598421469330787,mnist_ox,id,id,id,id
28,ox_68_e5_p3,ox,5,3,id,680.0738525390631,0.2272708999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0470993369817733,mnist_ox,id,id,id,id
28,ox_69_e5_p2,ox,5,2,id,1732.1403808593802,0.228733,Digit 8,Not a digit,?,0,0,no,id,mnist_ox,id,-0.0298383831977844,mnist_ox,ood,id,id,id
23,ox_7_e5_p3,ox,5,3,id,2270.275390625,0.14743736,Digit 3,Digit 8,id,0,0,no,id,mnist_ox,id,-0.1000365763902664,mnist_ox,id,ood,id,id
29,ox_70_e5_p3,ox,5,3,id,1924.8701171875,0.24306875,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0790708437561988,mnist_ox,ood,ood,id,id
29,ox_71_e5_p6,ox,5,6,id,568.33642578125,0.191874,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.06650011241436,mnist_ox,id,ood,id,id
30,ox_72_e5_p7,ox,5,7,id,1686.74621582031,0.23996519,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,-0.0199481397867202,mnist_ox,id,id,id,id
30,ox_73_e5_p3,ox,5,3,id,1833.2138671875,0.22938474,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0739418864250183,mnist_ox,id,ood,id,id
31,ox_74_e5_p3,ox,5,3,id,1945.49169921875,0.23976885,Digit 9,Digit 5,id,0,1,,id,mnist_ox,ood,0.500909686088562,mnist_ox,id,id,id,id
31,ox_75_e5_p3,ox,5,3,id,2143.38012695313,0.20188035,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,0.005053088068962,mnist_ox,id,ood,id,id
32,ox_76_e5_p9,ox,5,9,id,2221.97485351563,0.20804614,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,0.0543123930692672,mnist_ox,id,ood,id,id
32,ox_77_e5_p9,ox,5,9,id,1904.61633300781,0.1857729,Digit 9,Digit 9,id,0,0,no,id,mnist_ox,ood,0.2775785326957702,mnist_ox,id,id,id,id
33,ox_78_e5_p9,ox,5,9,id,2120.41918945313,0.20969062,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0620436817407608,mnist_ox,id,ood,id,id
33,ox_79_e5_p0,ox,5,0,id,1560.8249511718802,0.2757704,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.0244775265455245,mnist_ox,id,ood,id,id
34,ox_8_e5_p3,ox,5,3,id,1300.74548339844,0.22098969,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0635107830166816,mnist_ox,id,ood,id,id
35,ox_80_e5_p3,ox,5,3,ood,515.188720703125,0.16246165,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.08306485414505,mnist_ox,id,ood,id,id
35,ox_81_e5_p8,ox,5,8,id,1908.84387207031,0.21833682,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,0.0345372557640075,mnist_ox,id,ood,id,id
36,ox_82_e5_p0,ox,5,0,id,1160.60144042969,0.26729414,Digit 0,Digit 0,id,0,0,no,id,mnist_ox,id,0.1567601859569549,mnist_ox,id,id,id,id
36,ox_83_e5_p9,ox,5,9,ood,-370.183135986328,0.19174854,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0646154880523681,mnist_ox,id,ood,id,id
37,ox_84_e5_p6,ox,5,6,id,2009.97534179688,0.20459577,Digit 6,Digit 6,id,0,0,no,id,mnist_ox,id,-0.1062519624829292,mnist_ox,id,ood,id,id
37,ox_85_e5_p3,ox,5,3,id,640.38916015625,0.31098527,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0507648587226867,mnist_ox,id,ood,id,id
38,ox_86_e5_p3,ox,5,3,id,1600.68811035156,0.25089276,Digit 6,Digit 5,id,0,1,,id,mnist_ox,id,0.0326554328203201,mnist_ox,id,ood,id,id
38,ox_87_e5_p3,ox,5,3,id,1638.55432128906,0.2449261,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0381114482879638,mnist_ox,id,ood,id,id
39,ox_88_e5_p3,ox,5,3,id,2045.50366210938,0.17555395,Digit 9,Digit 5,id,0,1,,id,mnist_ox,id,-0.0469703674316406,mnist_ox,id,ood,id,id
39,ox_89_e5_p9,ox,5,9,id,1398.80920410156,0.18835594,Digit 9,Digit 9,id,0,0,no,id,mnist_ox,id,0.0104453116655349,mnist_ox,id,ood,id,id
34,ox_9_e5_p8,ox,5,8,id,743.3285522460941,0.2697368,Not a digit,Not a digit,ood,0,0,no,id,mnist_ox,id,-0.0146887898445129,mnist_ox,ood,id,id,ood
40,ox_90_e5_p3,ox,5,3,id,1791.7141113281302,0.2228906,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0500425845384597,mnist_ox,id,ood,id,id
40,ox_91_e5_p3,ox,5,3,id,1146.44836425781,0.21455073,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.1023987606167793,mnist_ox,id,ood,id,id
41,ox_92_e5_p3,ox,5,3,ood,483.654235839844,0.19290844,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0754106491804122,mnist_ox,id,id,id,id
41,ox_93_e5_p3,ox,5,3,id,1721.8542480468802,0.20372961,Digit 3,Digit 3,id,0,0,no,id,mnist_ox,id,-0.0354826897382736,mnist_ox,id,id,id,id
42,ox_94_e5_p9,ox,5,9,id,1545.30334472656,0.274037,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,-0.0448968708515167,mnist_ox,id,ood,id,id
42,ox_95_e5_p3,ox,5,3,id,2164.3271484375,0.17944023,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0520920455455779,mnist_ox,id,ood,id,id
43,ox_96_e5_p9,ox,5,9,id,2195.0537109375,0.19012892,Digit 5,Digit 5,id,1,1,yes,id,mnist_ox,id,0.0918414294719696,mnist_ox,id,id,id,id
43,ox_97_e5_p8,ox,5,8,ood,200.678436279297,0.18969601,Digit 8,Digit 8,id,0,0,no,id,mnist_ox,id,-0.0829939842224121,mnist_ox,id,ood,id,id
44,ox_98_e5_p3,ox,5,3,id,2021.93115234375,0.18830587,Digit 4,Digit 5,id,0,1,,id,mnist_ox,id,-0.0261989831924438,mnist_ox,id,ood,id,id
44,ox_99_e5_p6,ox,5,6,id,1660.11486816406,0.21052912,Digit 6,Digit 5,id,0,1,,id,mnist_ox,id,0.0311400890350341,mnist_ox,id,ood,id,id
0,sv_0_e5_p8,sv,5,8,id,2130.45361328125,0.16889039,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0440059006214141,mnist_sv,id,ood,id,id
0,sv_1_e5_p3,sv,5,3,id,1700.0446777343802,0.25250816,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0551137626171112,mnist_sv,id,id,id,id
45,sv_10_e5_p9,sv,5,9,id,1991.96813964844,0.20455538,Digit 5,Digit 9,id,1,0,,id,mnist_sv,id,-0.0094208568334579,mnist_sv,id,ood,id,id
45,sv_11_e5_p9,sv,5,9,id,2066.55078125,0.20123544,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0848860591650009,mnist_sv,id,id,id,id
46,sv_12_e5_p3,sv,5,3,id,2505.34057617188,0.11762285,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0243422985076904,mnist_sv,id,ood,id,id
46,sv_13_e5_p6,sv,5,6,id,1975.68920898438,0.20018208,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0587530508637428,mnist_sv,id,id,id,id
47,sv_14_e5_p3,sv,5,3,id,1404.3718261718802,0.2750364999999999,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0274196863174438,mnist_sv,id,ood,id,id
47,sv_15_e5_p3,sv,5,3,id,1970.8020019531305,0.18938436,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.0723876357078552,mnist_sv,id,id,id,id
48,sv_16_e5_p8,sv,5,8,id,2328.88427734375,0.13810325,Digit 1,Digit 5,id,0,1,,id,mnist_sv,id,-0.0217428654432296,mnist_sv,id,id,id,id
48,sv_17_e5_p8,sv,5,8,id,2195.0146484375,0.12843794,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0217418074607849,mnist_sv,id,id,id,id
49,sv_18_e5_p3,sv,5,3,id,1629.10534667969,0.21320254,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.033305138349533,mnist_sv,id,ood,id,id
49,sv_19_e5_p7,sv,5,7,id,1863.65441894531,0.20152563,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0765089467167854,mnist_sv,id,id,id,id
1,sv_2_e5_p3,sv,5,3,id,1730.6604003906302,0.2484968,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.065903902053833,mnist_sv,id,ood,id,id
2,sv_20_e5_p6,sv,5,6,ood,-758.1079711914059,0.25484535,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0254921019077301,mnist_sv,id,id,id,ood
2,sv_21_e5_p9,sv,5,9,id,1973.47802734375,0.17476605,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,0.0342023968696594,mnist_sv,id,ood,id,id
3,sv_22_e5_p4,sv,5,4,id,2009.33764648438,0.22047023,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0829226896166801,mnist_sv,id,ood,id,id
3,sv_23_e5_p6,sv,5,6,id,2182.7353515625,0.1834818,Digit 6,Digit 5,id,0,1,,id,mnist_sv,id,-0.0468815863132476,mnist_sv,id,id,id,id
4,sv_24_e5_p6,sv,5,6,id,1545.66052246094,0.2598186,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,-0.0402164310216903,mnist_sv,id,ood,id,id
4,sv_25_e5_p3,sv,5,3,id,2069.05639648438,0.14810236,Digit 3,Digit 3,id,0,0,no,id,mnist_sv,id,-0.0061761736869812,mnist_sv,id,id,id,id
5,sv_26_e5_p8,sv,5,8,id,2118.94116210938,0.2307007999999999,Digit 8,Digit 8,id,0,0,no,id,mnist_sv,id,-0.1049951687455177,mnist_sv,id,id,id,id
5,sv_27_e5_p6,sv,5,6,id,2072.99829101563,0.12237221,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0320620685815811,mnist_sv,ood,id,id,id
6,sv_28_e5_p7,sv,5,7,id,1995.50207519531,0.20052409,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.0172754079103469,mnist_sv,id,ood,id,id
6,sv_29_e5_p6,sv,5,6,id,1925.4716796875,0.2144288,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0376128256320953,mnist_sv,id,id,id,id
1,sv_3_e5_p9,sv,5,9,id,2272.92993164063,0.14772944,Digit 9,Digit 9,id,0,0,no,id,mnist_sv,id,-0.0579429492354393,mnist_sv,id,ood,id,id
7,sv_30_e5_p3,sv,5,3,id,2311.017578125,0.14750455,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.1121603846549987,mnist_sv,id,ood,id,id
7,sv_31_e5_p3,sv,5,3,id,1659.02795410156,0.21042688,Digit 9,Digit 5,id,0,1,,id,mnist_sv,id,-0.1035148426890373,mnist_sv,id,ood,id,id
8,sv_32_e5_p3,sv,5,3,id,1857.34838867188,0.22554418,Digit 5,Digit 5,id,1,1,yes,id,mnist_sv,id,0.1181413829326629,mnist_sv,id,ood,id,id
8,sv_33_e5_p6,sv,5,6,id,1575.8562011718802,0.26289096,Digit 6,Digit 5,id,0,1,,id,mnist_sv,id,0.033259630203247,mnist_sv,id,ood,id,id
9,sv_34_e5_p9,sv,5,9,id,2032.95935058594,0.163883,Digit 5,Digit 9,id,1,0,,id,mnist_sv,id,-0.0317773073911666,mnist_sv,id,ood,id,id
9,sv_35_e5_p4,sv,5,4,id,1981.79565429688,0.15047012,Digit 5,Not a digit,?,1,0,,id,mnist_sv,id,-0.0404717326164245,mnist_sv,id,id,id,id
10,sv_36_e5_p0,sv,5,0,id,1680.71032714844,0.24272631,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0532970428466796,mnist_sv,id,ood,id,id
10,sv_37_e5_p6,sv,5,6,id,1936.31774902344,0.16895734,Digit 6,Digit 6,id,0,0,no,id,mnist_sv,id,-0.0205578505992889,mnist_sv,id,ood,id,id
11,sv_38_e5_p3,sv,5,3,id,1878.42248535156,0.21834302,Digit 8,Digit 5,id,0,1,,id,mnist_sv,id,-0.0794077292084693,mnist_sv,id,ood,id,id
